PassengerId,CryoSleep,Cabin,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,Transported,Num,Deck_A,Deck_B,Deck_C,Deck_D,Deck_E,Deck_F,Deck_G,Deck_T,Side_P,Side_S,Destination_55 Cancri e,Destination_PSO J318.5-22,Destination_TRAPPIST-1e,HomePlanet_Earth,HomePlanet_Europa,HomePlanet_Mars
,False,,62.0,False,1.0,153.0,197.0,0.0,460.0,,False,6.0,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False
,True,,0.0,False,0.0,0.0,0.0,0.0,0.0,,True,10.0,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False
,False,,18.0,False,1.0,258.0,446.0,0.0,0.0,,True,10.0,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False
,False,,21.0,False,1946.0,37.0,0.0,0.0,24.0,,False,15.0,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False,False
,False,,28.82793046746535,False,793.0,0.0,2.0,253.0,0.0,,False,4.0,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True
,False,,42.0,False,887.0,0.0,9.0,6.0,0.0,,True,16.0,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False
,False,,19.0,False,190.0,0.0,5.0,1.0,726.0,,False,13.0,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False
,False,,17.0,False,16.0,2165.0,0.0,0.0,52.0,,False,14.0,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False
,False,,14.0,False,0.0,1.0,0.0,0.0,1063.0,,False,17.0,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False
,False,,37.0,False,46.0,83.0,738.0,0.0,12.0,,False,3.0,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True
,False,,42.0,False,1.0,8033.309999999994,0.0,0.0,506.0,,True,3.0,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False
,False,,27.0,False,147.0,0.0,1018.0,0.0,0.0,,True,18.0,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True
,False,,28.0,False,14.0,0.0,1295.0,0.0,0.0,,True,15.0,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True
,False,,38.0,False,0.0,5840.0,0.0,321.0,5646.679999999971,,False,4.0,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False
,True,,13.0,False,0.0,0.0,0.0,0.0,0.0,,False,13.0,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False
,False,,42.0,False,3096.229999999996,0.0,0.0,0.0,0.0,,False,16.0,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True
,True,,2.0,False,0.0,0.0,0.0,0.0,0.0,,True,16.0,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True
,False,,8.0,False,0.0,0.0,0.0,0.0,0.0,,True,16.0,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True
,False,,24.0,False,688.0,0.0,0.0,0.0,17.0,,True,14.0,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False
,True,,40.0,False,0.0,0.0,0.0,0.0,0.0,,True,5.0,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False
,False,,43.0,False,211.0,0.0,0.0,638.0,513.0,,False,17.0,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False
,True,,45.0,False,0.0,0.0,0.0,0.0,0.0,,True,5.0,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True
,True,,35.0,False,0.0,0.0,0.0,0.0,0.0,,True,15.0,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False
,True,,26.0,False,207.5562476503759,0.0,0.0,0.0,0.0,,True,16.0,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False
,False,,27.0,False,1.0,697.0,31.0,188.0,0.0,,False,20.0,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False
,False,,19.0,False,0.0,0.0,670.0,1.0,34.0,,False,9.0,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False
,True,,0.0,False,0.0,0.0,154.61159693576903,0.0,0.0,,True,9.0,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False
,True,,3.0,False,0.0,0.0,0.0,0.0,0.0,,True,9.0,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False
,False,,54.0,False,0.0,1208.0,0.0,3.0,637.0,,False,2.0,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False
,False,,26.0,False,0.0,856.0,5.0,32.0,0.0,,False,11.0,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False
,False,,26.0,False,0.0,2811.0,957.0,0.0,87.0,,True,11.0,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False
,False,,23.0,False,311.0,427.0,526.0,37.0,0.0,,False,19.0,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False
,False,,2.0,False,0.0,0.0,0.0,0.0,0.0,,True,12.0,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False
,True,,31.0,False,0.0,0.0,0.0,0.0,0.0,,True,600.3676712973864,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
,False,,18.0,False,0.0,0.0,0.0,830.0,91.0,,False,23.0,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False
,False,,24.0,False,0.0,415.2759882491187,0.0,0.0,17.0,,True,24.0,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False
,True,,9.0,False,0.0,0.0,0.0,0.0,0.0,,True,18.0,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False,False
,True,,6.0,False,0.0,0.0,0.0,0.0,0.0,,False,18.0,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False
,False,,27.0,False,0.0,0.0,570.0,2.0,131.0,,False,21.0,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False
,False,,21.0,False,1743.0,5.0,17.0,0.0,0.0,,False,2.0,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True
,True,,23.0,False,0.0,0.0,0.0,0.0,0.0,,False,19.0,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False
,False,,31.0,False,562.0,0.0,326.0,0.0,0.0,,False,19.0,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False
,False,,0.0,False,0.0,0.0,0.0,0.0,0.0,,True,19.0,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False
,False,,32.0,False,0.0,410.0,6.0,3929.0,764.0,,False,600.3676712973864,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
,False,,40.0,False,0.0,331.0,0.0,0.0,1687.0,,False,5.0,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False
,False,,42.0,False,2209.0,8033.309999999994,0.0,1868.0,445.0,,True,5.0,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False
,True,,28.0,False,0.0,0.0,0.0,0.0,0.0,,True,5.0,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False
,True,,29.0,False,0.0,0.0,0.0,0.0,0.0,,True,6.0,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False
,False,,48.0,True,0.0,2537.0,87.0,17.0,13.0,,True,1.0,False,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False
,False,,64.0,False,0.0,0.0,804.0,0.0,0.0,,True,23.0,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False
,False,,27.0,False,82.0,157.0,429.0,238.0,1.0,,False,20.0,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False
,False,,26.0,False,0.0,0.0,0.0,0.0,269.5732486772484,,True,24.0,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True
,False,,33.0,False,1.0,2223.0,0.0,12.0,404.0,,True,4.0,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False
,False,,39.0,False,0.0,2344.0,0.0,65.0,5646.679999999971,,False,0.0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
,True,,13.0,False,0.0,0.0,0.0,0.0,0.0,,True,0.0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False
,True,,24.0,False,0.0,0.0,0.0,0.0,269.5732486772484,,True,25.0,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True
,False,,29.0,False,0.0,0.0,0.0,699.0,74.0,,False,21.0,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False
,False,,18.0,False,55.0,597.0,49.0,0.0,1.0,,False,27.0,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False
,True,,67.0,False,0.0,0.0,0.0,0.0,0.0,,True,27.0,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True
,False,,35.0,False,701.0,0.0,296.0,0.0,25.0,,False,7.0,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True
,False,,61.0,True,2353.0,334.0,9.0,316.0,2.0,,False,3.0,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True
,False,,45.0,False,2103.0,6.0,0.0,0.0,0.0,,False,8.0,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True
,True,,22.0,False,0.0,0.0,154.61159693576903,0.0,0.0,,True,22.0,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False
,True,,19.0,False,0.0,0.0,0.0,0.0,0.0,,True,29.0,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True
,False,,36.0,False,2738.0,0.0,0.0,0.0,0.0,,False,5.0,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True
,False,,19.0,False,0.0,14.0,730.0,0.0,0.0,,True,17.0,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False
,False,,47.0,False,97.0,418.0,126.0,25.0,55.0,,False,23.0,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False
,True,,13.0,False,0.0,0.0,0.0,0.0,0.0,,True,18.0,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False
,False,,34.0,False,0.0,22.0,0.0,564.0,207.0,,False,5.0,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
,True,,35.0,False,0.0,0.0,0.0,0.0,0.0,,True,6.0,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False
,True,,24.0,False,0.0,0.0,0.0,0.0,0.0,,True,19.0,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False
,False,,26.0,False,440.0,0.0,0.0,0.0,462.0,,False,29.0,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False
,False,,31.0,False,207.5562476503759,0.0,97.0,0.0,0.0,,False,30.0,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True
,False,,20.0,False,0.0,420.0,210.0,0.0,0.0,,True,31.0,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False
,False,,56.0,False,0.0,0.0,0.0,0.0,0.0,,False,25.0,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False
,True,,50.0,False,0.0,0.0,0.0,0.0,0.0,,True,26.0,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False
,False,,42.0,False,1072.0,0.0,10.0,0.0,76.0,,False,31.0,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True
,True,,28.82793046746535,False,0.0,0.0,0.0,0.0,0.0,,True,27.0,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False,False
,True,,38.0,False,0.0,0.0,0.0,0.0,0.0,,False,20.0,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False
,False,,41.0,False,0.0,0.0,0.0,0.0,607.0,,False,32.0,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False
,False,,22.0,False,3096.229999999996,0.0,0.0,0.0,61.0,,False,22.0,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False
,True,,26.0,False,0.0,0.0,0.0,0.0,0.0,,True,8.0,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False
,True,,17.0,False,0.0,0.0,0.0,0.0,0.0,,True,8.0,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False
,False,,57.0,False,50.0,1688.0,0.0,275.967990599295,135.0,,True,28.0,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False
,True,,17.0,False,0.0,0.0,0.0,0.0,0.0,,False,28.0,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False
,True,,35.0,False,0.0,0.0,0.0,0.0,0.0,,True,37.0,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True
,True,,13.0,False,0.0,0.0,0.0,0.0,0.0,,True,35.0,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True
,False,,27.0,False,1365.0,0.0,48.0,22.0,137.0,,False,35.0,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True
,True,,31.0,False,0.0,0.0,0.0,0.0,0.0,,False,23.0,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False
,False,,24.0,False,0.0,0.0,0.0,221.0,567.0,,False,10.0,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False,False
,True,,19.0,False,0.0,0.0,0.0,0.0,0.0,,True,30.0,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False
,True,,32.0,False,0.0,0.0,0.0,0.0,0.0,,True,24.0,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False
,False,,58.0,False,0.0,985.0,0.0,5.0,0.0,,True,11.0,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False,False
,False,,21.0,False,287.0,0.0,16.0,115.0,175.0,,False,38.0,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False
,False,,38.0,False,0.0,8033.309999999994,1.0,5390.0999999999985,2111.0,,False,2.0,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False
,False,,38.0,False,3096.229999999996,0.0,161.0,28.0,119.0,,False,6.0,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True
,False,,19.0,False,1.0,219.0,673.0,2.0,11.0,,True,26.0,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False
,False,,0.0,False,0.0,0.0,0.0,0.0,0.0,,False,26.0,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False
,False,,3.0,False,0.0,0.0,0.0,0.0,0.0,,True,26.0,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False
,False,,20.0,False,0.0,0.0,3.0,299.0,92.0,,False,27.0,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False
,True,,24.0,False,0.0,0.0,0.0,0.0,0.0,,True,3.0,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False
,False,,37.0,False,17.0,146.0,426.0,0.0,232.0,,True,36.0,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False
,False,,25.0,False,62.0,0.0,0.0,0.0,956.0,,False,28.0,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False
,True,,56.0,False,0.0,0.0,0.0,0.0,0.0,,True,31.0,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False
,False,,49.0,False,84.0,3.0,401.0,202.0,98.0,,False,8.0,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False
,True,,11.0,False,0.0,0.0,0.0,0.0,0.0,,False,32.0,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False,False
,True,,1.0,False,0.0,0.0,0.0,0.0,0.0,,True,29.0,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False
,False,,8.0,False,0.0,0.0,0.0,0.0,0.0,,False,29.0,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False
,False,,39.0,False,0.0,0.0,10.0,898.0,0.0,,False,29.0,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False
,True,,2.0,False,0.0,0.0,0.0,0.0,0.0,,True,41.0,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True
,False,,23.0,False,207.5562476503759,0.0,8.0,1072.0,0.0,,False,41.0,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True
,False,,0.0,False,0.0,0.0,0.0,0.0,0.0,,True,41.0,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True
,False,,39.0,False,406.0,0.0,867.0,0.0,0.0,,True,42.0,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True
,False,,25.0,False,1052.0,0.0,719.0,0.0,7.0,,False,5.0,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True
,False,,36.0,False,0.0,972.0,0.0,795.0,575.0,,False,5.0,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False
,False,,52.0,False,0.0,0.0,0.0,0.0,0.0,,True,30.0,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False
,True,,18.0,False,0.0,0.0,0.0,0.0,0.0,,False,33.0,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False
,True,,15.0,False,0.0,0.0,0.0,0.0,0.0,,True,31.0,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False
,True,,35.0,False,0.0,0.0,0.0,0.0,0.0,,True,3.0,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False
,True,,47.0,False,0.0,0.0,0.0,0.0,0.0,,True,3.0,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False
,True,,45.0,False,0.0,0.0,0.0,0.0,0.0,,True,9.0,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False
,False,,28.82793046746535,False,0.0,2433.0,154.61159693576903,878.0,443.0,,True,2.0,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
,True,,51.0,False,0.0,0.0,0.0,0.0,0.0,,True,8.0,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False
,False,,29.0,False,0.0,2.0,66.0,0.0,705.0,,False,34.0,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False
,False,,28.82793046746535,False,2.0,1720.0,12.0,1125.0,122.0,,True,9.0,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False
,True,,19.0,False,0.0,0.0,0.0,0.0,0.0,,False,32.0,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False
,True,,24.0,False,0.0,0.0,154.61159693576903,0.0,0.0,,True,6.0,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False
,False,,29.0,False,902.0,1.0,137.0,0.0,0.0,,True,44.0,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True
,True,,11.0,False,0.0,0.0,0.0,0.0,0.0,,True,44.0,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True
,False,,17.0,False,848.0,0.0,307.0,182.0,0.0,,False,44.0,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True
,False,,13.0,False,192.0,0.0,0.0,51.0,739.0,,False,9.0,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False
,False,,35.0,False,147.0,188.0,0.0,10.0,387.0,,False,45.0,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False
,False,,21.0,False,367.0,281.0,0.0,0.0,146.0,,False,46.0,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False
,False,,21.0,False,0.0,56.0,0.0,0.0,1918.0,,False,40.0,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False,False
